date,avg_sentiment,news_count
2019-03-16,-0.112137931,29
2019-03-17,0.006047368,19
2019-03-18,-0.098238028,71
2019-03-19,-0.108858462,65
2019-03-20,-0.071296296,81
2019-03-21,0.009253521,71
2019-03-22,0.001212,75
2019-03-23,-0.08895,8
2019-03-24,-0.04345,26
2019-03-25,-0.003322857,70
2019-03-26,-0.0328,81
2019-03-27,-0.055865714,70
2019-03-28,-0.069593243,74
2019-03-29,0.031769565,69
2019-03-30,0.0652,6
2019-03-31,-0.1578,28
2019-04-01,-0.012977419,62
2019-04-02,0.014781579,76
2019-04-03,-0.007464286,84
2019-04-04,-0.04778375,80
2019-04-05,-0.043785075,67
2019-04-06,0.009922222,9
2019-04-07,0.068941935,31
2019-04-08,-0.006617391,69
2019-04-09,-0.035953333,75
2019-04-10,-0.066840984,61
2019-04-11,-0.0278125,80
2019-04-12,0.012604878,82
2019-04-13,-0.064945455,11
2019-04-14,-0.111162069,29
2019-04-15,0.023386667,75
2019-04-16,0.073415385,52
2019-04-17,0.059928571,91
2019-04-18,0.040157692,78
2019-04-19,0.01348125,16
2019-04-20,0.077643478,23
2019-04-21,0.1531,1
2019-04-22,-0.030079688,64
2019-04-23,0.009585556,90
2019-04-24,0.017393056,72
2019-04-25,-0.02869,90
2019-04-26,0.037622973,74
2019-04-27,-0.02044,5
2019-04-28,-0.107925714,35
2019-04-29,0.038856061,66
2019-04-30,0.085407143,84
2019-05-01,0.072262687,67
2019-05-02,-0.063955294,85
2019-05-03,0.081173077,26
2019-05-04,-0.034988889,27
2019-05-05,-0.210233333,9
2019-05-06,-0.005079245,53
2019-05-07,0.023252,75
2019-05-08,-0.029013514,74
2019-05-09,0.101369014,71
2019-05-10,0.009744792,96
2019-05-11,-0.1125,28
2019-05-12,0.021871429,7
2019-05-13,-0.056315854,82
2019-05-14,-0.053576316,76
2019-05-15,-0.03459359,78
2019-05-16,-0.056904598,87
2019-05-17,-0.125902703,74
2019-05-18,0.0855125,8
2019-05-19,-0.056043478,23
2019-05-20,-0.10672459,61
2019-05-21,-0.172773973,73
2019-05-22,-0.038066216,74
2019-05-23,-0.113108511,94
2019-05-24,-0.026163333,30
2019-05-25,-0.097423077,26
2019-05-26,0.003184,25
