Date,Gold_Price,Open_x,High_x,Low_x,Volume,Chg%,USD_Price,Open_y,High_y,Low_y,Change %,avg_sentiment,news_count
2019-02-13,32909,32727,33028,32680,10850,0.49,97.13,96.73,97.26,96.63,0.43%,0.066977528,89
2019-02-12,32747,32915,32945,32721,9360,-0.56,96.71,97.06,97.2,96.65,-0.36%,0.091457895,76
2019-02-11,32931,33060,33082,32811,11150,-0.59,97.06,96.66,97.12,96.62,0.43%,0.046101887,53
2019-02-08,33125,33000,33142,32910,9430,0.21,96.64,96.6,96.69,96.45,0.13%,-0.069118421,38
2019-02-07,33056,33169,33200,32951,10600,-0.5,96.51,96.39,96.67,96.38,0.12%,-0.042566667,84
2019-02-06,33222,33199,33378,33175,7270,-0.48,96.39,96.06,96.42,96.04,0.33%,0.025076119,67
2019-02-05,33381,33549,33549,33250,130,-0.22,96.07,95.83,96.12,95.81,0.23%,-0.003954412,68
2019-02-04,33455,34247,34400,33285,420,0.15,95.85,95.6,95.92,95.57,0.28%,0.007925,68
2019-02-01,33405,33119,33500,32997,3120,0.92,95.58,95.55,95.66,95.4,0.00%,0.043349206,63
2019-01-31,33100,32937,33245,32903,10390,0.6,95.58,95.35,95.62,95.16,0.25%,0.036411607,112
2019-01-30,32903,32900,32975,32807,9820,0.04,95.34,95.79,95.98,95.25,-0.50%,0.011605556,72
2019-01-29,32891,32570,32967,32530,13050,1.09,95.82,95.74,95.87,95.62,0.07%,0.014983333,72
2019-01-28,32536,32383,32570,32383,10900,0.61,95.75,95.79,95.92,95.64,-0.04%,-0.065493023,86
2019-01-25,32339,32057,32367,32019,13030,1.01,95.79,96.49,96.53,95.74,-0.84%,0.03676338,71
2019-01-24,32016,32100,32147,31986,9550,-0.37,96.6,96.07,96.68,96.04,0.50%,-0.008130864,81
2019-01-23,32135,32105,32199,32060,10910,-0.06,96.12,96.31,96.37,96.05,-0.19%,-0.059292857,84
2019-01-22,32154,32030,32189,31949,12040,0.36,96.3,96.34,96.48,96.22,-0.04%,-0.01692619,84
2019-01-21,32039,32052,32184,31985,8900,-0.16,96.34,96.35,96.43,96.2,0.00%,-0.077145763,59
2019-01-18,32089,32295,32305,32052,12630,-0.51,96.34,96.07,96.39,96.01,0.29%,-0.044679412,68
2019-01-17,32253,32300,32363,32190,12920,-0.06,96.06,96.07,96.26,95.98,0.00%,0.030581159,69
2019-01-16,32272,32148,32299,32103,11360,0.32,96.06,95.94,96.18,95.86,0.02%,-0.023071831,71
2019-01-15,32169,32066,32273,32064,12590,0.12,96.04,95.57,96.26,95.47,0.45%,0.082046575,73
2019-01-14,32130,32050,32194,31963,13650,0.65,95.61,95.65,95.72,95.48,-0.06%,-0.042181967,61
2019-01-11,31924,31907,32065,31888,10560,0.14,95.67,95.44,95.76,95.19,0.14%,-0.049920896,67
2019-01-10,31878,32090,32119,31855,13330,-0.36,95.54,95.16,95.62,95.03,0.34%,-0.023922549,102
2019-01-09,31993,31685,32016,31639,14630,0.81,95.22,95.81,95.92,95.12,-0.71%,-0.071564179,67
2019-01-08,31736,31616,31758,31572,10840,0.27,95.9,95.69,96.03,95.68,0.24%,0.098676744,43
2019-01-07,31652,31536,31748,31456,12800,-0.09,95.67,96.16,96.16,95.64,-0.53%,-0.011366071,56
2019-01-04,31679,32686,32686,31460,60,-0.81,96.18,96.28,96.61,96.05,-0.13%,-0.083385965,57
2019-01-03,31939,32000,32045,31836,170,0.02,96.31,96.72,96.75,96.21,-0.53%,-0.170549057,53
2019-01-02,31934,31530,32500,31510,400,1.19,96.82,96.14,96.96,95.82,0.68%,-0.039877273,44
2019-01-01,31560,31550,31651,31410,680,0.23,96.17,96.15,96.32,95.65,0.00%,-0.0783875,24
2018-12-31,31489,31452,31583,31284,6600,-0.05,96.17,96.4,96.51,96.0,-0.24%,-0.01288,15
2018-12-28,31506,31576,31629,31462,6640,-0.33,96.4,96.51,96.52,96.19,-0.08%,5.2381e-05,42
2018-12-27,31611,31499,31647,31426,8010,0.47,96.48,96.92,96.94,96.41,-0.59%,0.056332609,46
2018-12-26,31463,31430,31643,31400,10030,0.28,97.05,96.58,97.12,96.53,0.52%,-0.010356522,23
2018-12-24,31375,31300,31395,31177,8570,0.8,96.55,96.94,96.94,96.38,-0.42%,-0.128973684,19
2018-12-21,31126,31115,31292,31075,9910,-0.3,96.96,96.39,97.05,96.25,0.71%,0.018219403,67
2018-12-20,31219,31027,31250,30914,12970,0.26,96.28,96.99,97.04,96.17,-0.77%,0.035544578,83
2018-12-19,31139,31167,31500,30967,8760,0.21,97.03,96.91,97.1,96.55,-0.07%,-0.021621951,82
2018-12-18,31075,31589,31650,31041,10180,-1.35,97.1,97.13,97.17,96.7,0.00%,-0.102646575,73
2018-12-17,31501,31369,31530,31291,5970,0.2,97.1,97.43,97.46,97.05,-0.35%,-0.072672581,62
2018-12-14,31437,31440,31514,31384,6750,0.07,97.44,97.09,97.71,97.08,0.39%,0.024259155,71
2018-12-13,31414,31550,31600,31337,8430,-0.67,97.06,97.04,97.29,96.88,0.02%,-0.049193333,75
2018-12-12,31626,31749,31749,31582,7570,-0.58,97.04,97.38,97.49,96.89,-0.36%,-0.005551667,60
2018-12-11,31812,31850,31850,31618,10530,-0.26,97.39,97.18,97.55,96.87,0.17%,-0.162274138,58
2018-12-10,31895,31459,31966,31420,14090,1.45,97.22,96.72,97.24,96.36,0.74%,-0.08586875,48
2018-12-07,31440,31011,31480,30941,11240,1.4,96.51,96.8,96.92,96.51,-0.31%,-0.090907792,77
2018-12-06,31005,31039,31196,30974,10550,0.26,96.81,97.01,97.2,96.55,-0.27%,-0.12700354,113
2018-12-05,30926,30830,30970,30825,40,-0.12,97.07,97.01,97.2,96.83,0.10%,0.006374026,77
2018-12-04,30964,30874,31085,30874,80,0.57,96.97,96.94,97.13,96.38,-0.07%,-0.0307375,80
2018-12-03,30787,30322,30850,30257,1600,1.99,97.04,97.13,97.16,96.71,-0.24%,-0.018854667,75
2018-11-30,30186,30233,30320,30155,7630,-0.22,97.27,96.76,97.31,96.71,0.51%,-0.020762963,81
2018-11-29,30253,30399,30399,30210,6690,-0.67,96.78,96.84,97.0,96.63,-0.01%,-0.063381579,76
2018-11-28,30457,30400,30593,30270,8400,0.11,96.79,97.37,97.54,96.69,-0.60%,-0.114958333,84
2018-11-27,30423,30585,30648,30389,7860,-0.49,97.37,97.03,97.5,96.97,0.31%,0.037790141,71
2018-11-26,30574,30472,30672,30470,7680,0.2,97.07,96.93,97.1,96.66,0.15%,-0.0494625,56
2018-11-23,30513,30551,30566,30427,4660,-0.33,96.92,96.51,96.98,96.4,0.22%,0.002480357,56
2018-11-22,30613,30852,30899,30555,9810,-0.73,96.71,96.72,96.72,96.32,0.00%,-0.080749231,65
2018-11-21,30839,30800,30910,30750,7740,0.03,96.71,96.82,96.87,96.5,-0.13%,-0.083886207,58
2018-11-20,30830,30811,30994,30800,8350,-0.19,96.84,96.2,96.89,96.04,0.68%,0.016240541,74
2018-11-19,30888,31068,31068,30785,8150,-0.42,96.19,96.43,96.57,96.12,-0.29%,-0.11789125,80
2018-11-16,31017,30856,31158,30830,10100,0.6,96.47,97.05,97.06,96.4,-0.47%,0.009096296,54
2018-11-15,30831,30830,30939,30753,8710,-0.02,96.93,97.01,97.39,96.77,0.13%,-0.095283696,92
2018-11-14,30838,30700,30867,30620,7550,0.19,96.8,97.03,97.41,96.75,-0.51%,-0.079335135,74
2018-11-13,30778,31110,31110,30756,8280,-0.76,97.3,97.6,97.66,96.94,-0.25%,-0.097535821,67
2018-11-12,31014,31106,31178,30975,7770,-0.03,97.54,97.05,97.69,96.97,0.65%,0.060542857,49
2018-11-09,31023,31302,31383,30965,10710,-1.23,96.91,96.63,97.01,96.62,0.20%,-0.041877193,57
2018-11-08,31408,31551,31551,31234,6110,-0.61,96.72,96.19,96.74,96.07,0.75%,0.034559551,89
2018-11-07,31602,31660,31678,31530,1800,-0.17,96.0,95.99,96.46,95.68,-0.33%,0.069383333,48
2018-11-06,31657,31718,31869,31641,9160,-0.4,96.32,96.33,96.45,96.14,0.04%,0.026933333,63
2018-11-05,31783,31785,31898,31630,180,0.14,96.28,96.44,96.68,96.25,-0.27%,0.009213889,108
2018-11-02,31737,31737,31999,31530,540,-0.14,96.54,96.31,96.59,95.99,0.27%,-0.012201695,59
2018-11-01,31783,31671,31818,31619,1580,0.48,96.28,97.08,97.11,96.2,-0.88%,-0.019256716,67
2018-10-31,31631,31650,31780,31590,5670,-0.3,97.13,96.99,97.2,96.88,0.12%,0.013302,50
2018-10-30,31725,31755,31789,31651,5960,-0.02,97.01,96.66,97.02,96.62,0.45%,0.048222581,62
2018-10-29,31730,31847,31847,31692,6670,-0.11,96.58,96.44,96.7,96.35,0.23%,-0.005778788,66
2018-10-26,31764,31779,31993,31725,13310,0.26,96.36,96.59,96.86,96.29,-0.33%,-0.005159649,57
2018-10-25,31683,31800,31912,31663,9540,-0.13,96.68,96.36,96.73,96.21,0.26%,0.076783495,103
2018-10-24,31723,31820,31844,31585,9820,-0.46,96.43,95.92,96.53,95.91,0.49%,-0.011670667,75
2018-10-23,31871,31721,32053,31721,13470,0.45,95.96,96.03,96.16,95.81,-0.05%,0.026454545,66
2018-10-22,31729,31738,31749,31641,6730,-0.03,96.01,95.66,96.09,95.47,0.31%,-0.036137037,54
2018-10-19,31737,31805,31867,31703,7590,-0.46,95.71,95.95,96.09,95.54,-0.20%,-0.063931746,63
2018-10-18,31885,31670,31909,31638,5540,0.58,95.9,95.66,95.99,95.49,0.33%,-0.026088,75
2018-10-17,31702,31670,31839,31635,8630,0.0,95.58,95.09,95.66,95.06,0.56%,-0.006578378,74
2018-10-16,31701,31877,31957,31680,10710,-0.55,95.05,95.05,95.2,94.79,-0.01%,0.039669118,68
2018-10-15,31877,31723,32075,31723,14310,0.65,95.06,95.35,95.37,94.95,-0.17%,0.024394828,58
2018-10-12,31670,31699,31720,31574,10610,-0.39,95.22,95.04,95.37,94.95,0.21%,-0.050751163,86
2018-10-11,31793,31300,31815,31250,17380,1.75,95.02,95.43,95.43,94.99,-0.51%,0.063342857,70
2018-10-10,31247,31235,31265,31151,6580,0.28,95.51,95.59,95.79,95.38,-0.17%,0.039303279,61
2018-10-09,31161,31200,31275,31115,7310,0.21,95.67,95.75,96.16,95.64,-0.09%,0.032165517,58
2018-10-08,31096,31369,31389,31083,9960,-0.44,95.76,95.62,96.03,95.59,0.15%,0.048014,50
2018-10-05,31233,31101,31288,30985,70,0.31,95.62,95.76,95.94,95.52,-0.14%,-0.071231034,58
2018-10-04,31136,31072,31164,31015,40,0.36,95.75,96.05,96.12,95.55,-0.01%,-0.002087671,73
2018-10-03,31025,30890,31168,30889,190,1.34,95.76,95.46,96.12,95.26,0.26%,-0.06272,55
2018-10-01,30614,30399,30660,30376,2220,0.44,95.3,95.11,95.37,95.0,0.18%,0.029847917,96
2018-09-28,30479,30398,30520,30264,8850,0.41,95.13,95.02,95.37,94.92,0.25%,-0.038754286,70
2018-09-27,30356,30738,30738,30321,10280,-0.82,94.89,94.25,95.01,94.21,0.74%,-0.021798077,52
2018-09-26,30608,30824,30830,30587,9120,-0.75,94.19,94.17,94.4,93.95,0.06%,-0.037107246,69
2018-09-25,30838,30821,30864,30755,7690,-0.08,94.13,94.25,94.37,94.01,-0.06%,-0.006818966,58
2018-09-24,30862,30620,30899,30620,10490,0.83,94.19,94.23,94.37,93.84,-0.03%,-0.016228,50
2018-09-21,30609,30731,30910,30455,15510,-0.05,94.22,93.89,94.33,93.81,0.33%,-0.072430435,46
2018-09-20,30623,30700,30700,30585,3970,-0.08,93.91,94.55,94.56,93.83,-0.67%,-0.104475,84
2018-09-19,30649,30821,30936,30634,13100,-0.53,94.54,94.54,94.73,94.32,-0.11%,-0.050759649,57
2018-09-18,30811,30710,30925,30652,11960,0.11,94.64,94.61,94.73,94.31,0.15%,-0.094552381,63
2018-09-17,30778,30509,30800,30509,13770,1.07,94.5,94.93,94.98,94.44,-0.45%,-0.039075,60
2018-09-14,30453,30501,30648,30401,11820,-0.06,94.93,94.55,95.0,94.36,0.43%,0.049312857,70
2018-09-13,30470,30576,30690,30450,6630,-0.63,94.52,94.83,94.97,94.43,-0.30%,-0.040912766,94
2018-09-12,30664,30682,30779,30443,15880,-0.22,94.8,95.1,95.28,94.73,-0.47%,-0.033917391,69
2018-09-11,30732,30660,30744,30559,11400,0.02,95.25,95.15,95.35,94.88,0.11%,-0.00124127,63
2018-09-10,30725,30549,30748,30526,11420,0.71,95.15,95.43,95.56,95.03,-0.22%,-0.009684906,53
2018-09-07,30509,30643,30643,30405,9440,-0.18,95.36,95.02,95.46,94.87,0.36%,-0.012941667,60
2018-09-06,30565,30366,30693,30366,14800,0.84,95.02,95.1,95.21,94.93,-0.17%,-0.036450877,57
2018-09-05,30310,30257,30494,30250,50,0.29,95.18,95.4,95.66,95.08,-0.27%,-0.029594505,91
2018-09-04,30221,30238,30300,30154,170,-0.35,95.44,95.14,95.74,95.14,0.32%,-0.02662,60
2018-09-03,30327,30075,30448,30062,1440,0.7,95.14,95.19,95.22,95.01,0.00%,-0.014012121,33
2018-08-31,30116,30224,30298,30055,5780,-0.05,95.14,94.7,95.22,94.55,0.44%,-0.01949403,67
2018-08-30,30131,30110,30269,30082,6310,-0.04,94.72,94.53,94.9,94.47,0.13%,-0.055223214,56
2018-08-29,30144,29977,30168,29977,6080,0.54,94.6,94.73,94.93,94.53,-0.13%,-0.026146154,52
2018-08-28,29981,30015,30170,29951,6780,0.03,94.72,94.77,94.91,94.43,-0.06%,0.006021569,51
2018-08-27,29973,29930,30045,29863,6670,0.3,94.78,95.17,95.3,94.69,-0.39%,-0.036912903,62
2018-08-24,29882,29550,29900,29550,9030,1.03,95.15,95.64,95.69,95.03,-0.54%,-0.109625,56
2018-08-23,29576,29666,29666,29490,5980,-0.17,95.67,95.17,95.71,95.15,0.55%,-0.079275,64
2018-08-22,29627,29450,29733,29450,4610,0.29,95.15,95.21,95.38,94.93,-0.12%,0.054675,52
2018-08-21,29542,29460,29565,29436,6270,0.36,95.26,95.74,95.75,95.08,-0.67%,0.042007692,26
2018-08-20,29435,29388,29459,29350,5660,0.55,95.9,96.13,96.4,95.73,-0.21%,-0.065433333,72
2018-08-17,29275,29291,29375,29184,6000,0.0,96.1,96.61,96.66,96.09,-0.56%,-0.034365789,38
2018-08-16,29275,29615,29615,29222,10270,-1.31,96.64,96.72,96.77,96.32,-0.06%,-0.012286538,52
2018-08-14,29664,29665,29740,29575,4990,0.0,96.73,96.33,96.79,96.14,0.35%,-0.050192308,52
2018-08-13,29665,29750,29836,29644,7720,-0.14,96.39,96.32,96.52,96.16,0.03%,-0.094242105,57
2018-08-10,29706,29625,29744,29540,7310,0.34,96.36,95.64,96.45,95.53,0.90%,-0.180979167,48
2018-08-09,29605,29565,29665,29529,5580,0.21,95.5,95.1,95.62,95.03,0.47%,0.008292727,55
2018-08-08,29544,29560,29630,29500,6450,0.03,95.05,95.14,95.42,94.99,-0.18%,-0.072505634,71
2018-08-07,29534,29604,29668,29520,5980,-0.1,95.22,95.34,95.37,94.99,-0.15%,0.044420339,59
2018-08-06,29563,29656,29656,29538,4019,-0.8,95.36,95.2,95.52,95.2,0.23%,0.003445614,57
2018-08-03,29800,29520,29900,29425,110,0.95,95.14,95.18,95.37,94.98,-0.02%,0.059160526,38
2018-08-02,29520,29532,29638,29477,920,0.2,95.16,94.63,95.19,94.61,0.57%,-0.055570513,78
2018-08-01,29462,29591,29670,29441,2140,-0.59,94.62,94.56,94.71,94.49,0.14%,0.017655319,47
2018-07-31,29638,29730,29740,29561,6630,-0.39,94.49,94.33,94.57,94.16,0.18%,-0.029650562,89
2018-07-30,29755,29726,29782,29700,4900,-0.17,94.32,94.66,94.76,94.26,-0.37%,-0.028057407,54
2018-07-27,29805,29960,29960,29682,7530,-0.1,94.67,94.76,94.91,94.63,-0.08%,0.073232558,43
2018-07-26,29836,29912,29952,29816,5770,-0.41,94.75,94.16,94.8,94.08,0.41%,0.022161333,75
2018-07-25,29959,29867,30035,29835,7580,0.16,94.36,94.59,94.67,94.14,-0.26%,-0.00624,65
2018-07-24,29912,29860,29978,29780,7690,-0.01,94.61,94.67,94.86,94.4,-0.06%,-0.0223675,80
2018-07-23,29914,29922,30043,29862,7100,-0.14,94.67,94.43,94.72,94.21,0.23%,0.001394444,54
2018-07-20,29957,29788,29977,29767,7070,0.15,94.45,95.13,95.28,94.36,-0.74%,-0.079461765,34
2018-07-19,29913,29671,29968,29624,8400,0.38,95.15,95.08,95.65,94.93,0.07%,-0.083260215,93
2018-07-18,29799,29999,29999,29671,7920,0.14,95.08,95.03,95.41,94.96,0.15%,0.006814943,87
2018-07-17,29757,30102,30120,29740,9280,-1.15,94.94,94.55,95.06,94.3,0.45%,-0.039666667,81
2018-07-16,30103,30151,30248,30074,5560,-0.09,94.51,94.69,94.77,94.41,-0.25%,0.030072289,83
2018-07-13,30131,30169,30210,30035,7170,-0.15,94.75,94.89,95.24,94.67,-0.06%,-0.027568132,91
2018-07-12,30175,30315,30315,30161,7750,-0.56,94.81,94.7,94.94,94.64,0.10%,-0.0403125,56
2018-07-11,30344,30502,30545,30325,6020,-0.68,94.72,94.2,94.77,94.09,0.61%,-0.129442857,63
2018-07-10,30551,30663,30679,30436,7520,-0.28,94.15,94.06,94.47,94.02,0.07%,0.013091228,57
2018-07-09,30638,30613,30788,30613,7260,0.18,94.08,93.97,94.21,93.71,0.04%,-0.098066667,57
2018-07-06,30582,30650,30740,30570,4840,0.13,94.04,94.36,94.49,93.92,-0.46%,-0.162998438,64
2018-07-05,30541,30600,30640,30495,20,0.1,94.47,94.51,94.59,94.18,-0.21%,-0.079690164,61
2018-07-04,30510,30463,30550,30463,40,0.13,94.67,94.52,94.71,94.4,0.00%,-0.036465957,47
2018-07-03,30469,30185,30600,30100,190,1.05,94.67,94.84,94.98,94.56,-0.38%,-0.025716071,56
2018-07-02,30153,30380,30412,30000,2260,-0.69,95.03,94.63,95.14,94.53,0.41%,-0.106525333,75
2018-06-29,30363,30404,30449,30288,5610,-0.22,94.64,95.3,95.32,94.47,-0.79%,0.049543284,67
2018-06-28,30431,30588,30604,30408,4320,-0.57,95.39,95.27,95.53,95.09,0.13%,-0.084658667,75
2018-06-27,30606,30466,30631,30435,6000,0.41,95.27,94.67,95.42,94.53,0.64%,-0.117763014,73
2018-06-26,30480,30512,30574,30335,6410,-0.2,94.66,94.29,94.77,94.17,0.40%,-0.089247458,59
2018-06-25,30540,30500,30648,30500,4980,0.14,94.28,94.5,94.7,94.21,-0.25%,-0.042623529,85
2018-06-22,30498,30410,30554,30387,6810,0.15,94.52,94.86,94.88,94.43,-0.23%,-0.056708475,59
2018-06-21,30451,30575,30575,30367,6940,-0.5,94.74,95.13,95.53,94.68,-0.34%,0.007175714,70
2018-06-20,30605,30680,30702,30580,4930,-0.32,95.06,94.97,95.3,94.92,-0.02%,0.003470513,78
2018-06-19,30702,30848,30899,30673,7270,-0.23,95.08,94.63,95.3,94.53,0.30%,-0.099136559,93
2018-06-18,30773,30799,30836,30721,4810,-0.1,94.8,94.79,95.05,94.7,0.01%,-0.039933333,63
2018-06-15,30804,31180,31195,30755,11170,-1.09,94.79,94.91,95.13,94.65,0.02%,-0.048923377,77
2018-06-14,31145,30973,31178,30973,8590,0.62,94.77,93.5,94.93,93.19,1.13%,0.0433,58
2018-06-13,30952,30936,30994,30920,3910,0.0,93.71,93.83,94.03,93.52,-0.10%,0.005143836,73
2018-06-12,30952,31001,31001,30873,6950,-0.27,93.8,93.67,93.91,93.47,0.24%,0.036540909,88
2018-06-11,31035,31070,31083,30920,7520,-0.13,93.58,93.54,93.68,93.37,0.03%,-0.114966102,59
2018-06-08,31076,31011,31196,30950,8180,0.07,93.55,93.44,93.82,93.39,0.16%,-0.017393056,72
2018-06-07,31055,30820,31075,30789,8210,0.98,93.4,93.58,93.59,93.21,-0.28%,-0.05321383,94
2018-06-06,30755,30876,30913,30720,6330,0.18,93.66,93.88,93.89,93.42,-0.26%,-0.017615714,70
2018-06-05,30699,30673,30935,30656,80,-0.03,93.9,94.06,94.32,93.78,-0.13%,-0.040316438,73
2018-06-04,30708,30650,30812,30580,340,0.46,94.02,94.16,94.19,93.66,-0.18%,-0.102365,100
2018-06-01,30568,30796,30839,30458,2070,-1.02,94.19,93.95,94.45,93.88,0.22%,-0.107708654,104
2018-05-31,30882,31050,31120,30837,6070,-0.48,93.98,94.07,94.25,93.72,-0.18%,-0.103563855,83
2018-05-30,31030,31120,31123,30937,9140,-0.49,94.15,94.82,94.97,94.04,-0.72%,-0.018071831,71
2018-05-29,31184,31020,31320,31020,12380,0.69,94.83,94.41,95.03,94.28,0.68%,-0.067675904,83
2018-05-28,30971,31150,31150,30885,6810,-0.71,94.19,94.25,94.5,93.86,0.00%,0.006969231,13
2018-05-25,31194,31370,31427,31172,10050,-0.85,94.19,93.8,94.3,93.75,0.46%,-0.07060274,73
2018-05-24,31461,31241,31486,31235,11060,0.88,93.76,93.9,93.98,93.61,-0.26%,-0.036048649,74
2018-05-23,31186,31121,31369,31103,11980,0.24,94.0,93.55,94.19,93.51,0.42%,-0.10342381,63
2018-05-22,31111,31025,31173,31005,7330,-0.01,93.61,93.54,93.73,93.29,-0.07%,-0.089921739,69
2018-05-21,31114,31035,31139,30925,8029,0.07,93.68,93.69,94.06,93.51,0.04%,-0.060258571,70
2018-05-18,31093,30971,31115,30950,7380,0.35,93.64,93.5,93.83,93.34,0.18%,-0.06315,94
2018-05-17,30986,31001,31001,30852,8540,-0.07,93.47,93.26,93.56,93.12,0.09%,-0.01794086,93
2018-05-16,31007,31171,31171,30941,10730,-0.57,93.39,93.31,93.63,93.14,0.18%,-0.068469565,92
2018-05-15,31186,31425,31499,31172,14510,-0.98,93.22,92.65,93.46,92.61,0.68%,-0.018918072,83
2018-05-14,31496,31450,31544,31380,7900,-0.01,92.59,92.55,92.69,92.24,0.05%,0.117704878,82
2018-05-11,31500,31340,31545,31340,8840,0.47,92.54,92.69,92.84,92.37,-0.12%,0.024440323,62
2018-05-10,31352,31338,31470,31231,10730,0.16,92.65,93.08,93.16,92.54,-0.42%,-0.020574138,58
2018-05-09,31303,31219,31364,31156,9930,0.33,93.04,93.05,93.42,92.84,-0.09%,-0.034223529,68
2018-05-08,31200,31220,31238,31075,8690,-0.15,93.12,92.73,93.28,92.65,0.40%,-0.034592424,66
2018-05-07,31247,31125,31300,31125,6160,0.58,92.75,92.57,92.97,92.45,0.19%,-0.096607273,55
2018-05-04,31068,30907,31154,30907,130,0.21,92.57,92.43,92.9,92.35,0.17%,-0.038842857,63
2018-05-03,31003,30925,31146,30861,210,0.25,92.41,92.72,92.76,92.34,-0.11%,-0.084722951,61
2018-05-02,30926,31020,31350,30860,500,0.17,92.51,92.47,92.83,92.22,0.06%,0.032954717,53
2018-05-01,30874,30855,30917,30735,860,-0.24,92.45,91.81,92.57,91.8,0.66%,0.018807229,83
2018-04-30,30947,31090,31090,30892,6380,-0.58,91.84,91.53,91.92,91.48,0.33%,-0.019507937,63
2018-04-27,31129,31101,31189,31047,6100,-0.09,91.54,91.56,91.99,91.49,-0.02%,-0.02378125,64
2018-04-26,31158,31251,31276,31112,6270,-0.46,91.56,91.21,91.64,90.96,0.43%,0.059406757,74
2018-04-25,31301,31298,31324,31215,6170,0.12,91.17,90.76,91.26,90.75,0.44%,-0.016264646,99
2018-04-24,31262,31160,31280,31068,6350,0.31,90.77,90.92,91.08,90.71,-0.20%,0.042497368,76
2018-04-23,31164,31300,31300,31110,6670,-0.48,90.95,90.35,90.98,90.32,0.70%,-0.03422807,57
2018-04-20,31314,31405,31440,31285,6020,-0.52,90.32,89.9,90.48,89.89,0.42%,-0.044165333,75
2018-04-19,31479,31449,31517,31305,8780,0.22,89.94,89.62,89.95,89.5,0.36%,-0.058798571,70
2018-04-18,31410,31243,31483,31177,9900,0.49,89.62,89.5,89.78,89.45,0.11%,-0.043240678,59
2018-04-17,31257,31139,31280,31089,9190,0.29,89.52,89.41,89.67,89.23,0.11%,-0.030350704,71
2018-04-16,31167,31055,31227,31050,8090,0.52,89.42,89.77,89.85,89.39,-0.42%,-0.029667143,70
2018-04-13,31005,30922,31075,30770,9890,0.35,89.8,89.76,89.88,89.66,0.06%,-0.022227692,65
2018-04-12,30897,31176,31217,30857,13210,-1.11,89.75,89.52,89.96,89.44,0.20%,0.012076812,69
2018-04-11,31244,30820,31422,30820,18120,1.45,89.57,89.58,89.67,89.36,-0.02%,0.03445,88
2018-04-10,30798,30613,30819,30585,8760,0.4,89.59,89.83,89.97,89.54,-0.28%,0.003909783,92
2018-04-09,30675,30600,30693,30556,7600,0.23,89.84,90.07,90.27,89.82,-0.30%,-0.026339474,76
2018-04-06,30605,30571,30650,30413,13420,0.33,90.11,90.38,90.6,90.07,-0.39%,-0.143327273,77
2018-04-05,30505,31500,31500,30450,60,-1.23,90.46,90.09,90.59,90.07,0.36%,-0.02404058,69
2018-04-04,30886,30660,30972,30600,70,0.85,90.14,90.16,90.23,89.92,-0.07%,-0.02930098,102
2018-04-03,30625,30893,30893,30552,330,-1.09,90.2,90.02,90.28,89.85,0.17%,0.001644,75
2018-04-02,30961,30580,31080,30510,1380,1.76,90.05,89.97,90.15,89.82,0.09%,-0.072491071,56
2018-03-29,30426,30482,30578,30403,3200,-0.3,90.15,90.11,90.18,89.9,0.10%,-0.08184557,79
2018-03-28,30518,30732,30750,30490,8560,-0.65,90.06,89.32,90.15,89.25,0.82%,0.03305641,78
2018-03-27,30717,30871,30888,30685,9460,-0.56,89.33,89.02,89.63,88.94,0.34%,-0.0146,81
2018-03-26,30889,30840,30915,30771,7330,-0.04,89.03,89.47,89.52,88.98,-0.50%,0.026294667,75
2018-03-23,30901,30550,30947,30550,13640,1.29,89.48,89.67,89.74,89.4,-0.42%,-0.030045333,75
2018-03-22,30506,30522,30615,30472,11330,0.14,89.86,89.65,89.96,89.4,0.09%,-0.02752043,93
2018-03-21,30464,30310,30539,30284,11320,0.59,89.78,90.41,90.4,89.63,-0.65%,-0.011786585,82
2018-03-20,30284,30393,30393,30220,9130,-0.49,90.37,89.88,90.44,89.85,0.67%,-0.023761842,76
2018-03-19,30432,30222,30453,30129,11620,0.6,89.77,90.2,90.34,89.76,-0.51%,-0.001675,20
2018-03-16,30251,30275,30364,30184,10020,-0.21,90.23,90.14,90.38,89.89,0.10%,-0.067155,20
2018-03-15,30314,30456,30474,30288,8330,-0.33,90.14,89.75,90.17,89.62,0.49%,-0.13361,20
2018-03-14,30413,30399,30545,30364,9560,0.09,89.7,89.7,89.89,89.56,0.04%,-0.02456,20
2018-03-13,30387,30350,30409,30222,10980,0.15,89.66,89.91,90.11,89.59,-0.26%,-0.1126275,40
2018-03-12,30340,30380,30432,30284,7370,-0.22,89.89,90.11,90.19,89.84,-0.22%,-0.11038,20
2018-03-09,30408,30413,30474,30290,10960,-0.09,90.09,90.2,90.36,90.0,-0.10%,-0.128555,40
2018-03-08,30436,30491,30533,30390,7750,-0.08,90.18,89.59,90.23,89.44,0.60%,-0.06474,20
2018-03-07,30461,30620,30639,30404,10100,-0.35,89.64,89.51,89.78,89.41,0.02%,-0.0754725,40
2018-03-06,30568,30400,30669,30365,10810,0.46,89.62,89.96,90.06,89.43,-0.51%,-0.048775,20
2018-03-05,30429,30400,30535,30310,180,-0.14,90.08,89.83,90.22,89.83,0.16%,0.07362,20
2018-03-02,30473,30445,30575,30400,150,0.97,89.94,90.25,90.29,89.88,-0.42%,0.01469,20
2018-03-01,30181,30307,30372,30111,1470,-0.8,90.32,90.67,90.93,90.21,-0.32%,-0.093085,20
2018-02-28,30423,30319,30475,30277,5120,0.39,90.61,90.41,90.7,90.31,0.28%,0.13115,20
